"run","metric","count","skipped","min_cy","avg_cy","p50_cy","p95_cy","max_cy"
"1","context_switch_a_to_b","999","1","424","426","424","426","944"
"1","semaphore_give_to_taskb_wake","1000","0","766","771",,,"1313"
"1","sleep_1tick_extra","1000","0","997","998",,,"1004"
"1","tim2_irq_to_task","1000","0","668","668",,,"668"
"1","queue_wake_latency","1000","0","663","663",,,"663"
"1","queue_end_to_end_latency","1000","0","864","864",,,"864"
"1","mutex_lock_unlock","1000","0","38","38",,,"42"
"1","mutex_waiter_wake_latency","1000","0","1337","1348",,,"2237"
"1","priority_inheritance_enter_latency","1000","0","1520","1538",,,"2402"
"1","priority_inheritance_exit_latency","1000","0","2198","2216",,,"3094"
"1","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"2","context_switch_a_to_b","999","1","424","426","424","426","939"
"2","semaphore_give_to_taskb_wake","1000","0","766","771",,,"1313"
"2","sleep_1tick_extra","1000","0","997","998",,,"1008"
"2","tim2_irq_to_task","1000","0","668","668",,,"668"
"2","queue_wake_latency","1000","0","663","663",,,"663"
"2","queue_end_to_end_latency","1000","0","864","864",,,"864"
"2","mutex_lock_unlock","1000","0","38","38",,,"506"
"2","mutex_waiter_wake_latency","1000","0","1337","1338",,,"1748"
"2","priority_inheritance_enter_latency","1000","0","1520","1541",,,"2404"
"2","priority_inheritance_exit_latency","1000","0","2198","2203",,,"3082"
"2","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"3","context_switch_a_to_b","999","1","424","427","424","425","939"
"3","semaphore_give_to_taskb_wake","1000","0","766","772",,,"1313"
"3","sleep_1tick_extra","1000","0","997","998",,,"1008"
"3","tim2_irq_to_task","1000","0","666","715",,,"1184"
"3","queue_wake_latency","1000","0","663","663",,,"663"
"3","queue_end_to_end_latency","1000","0","864","864",,,"864"
"3","mutex_lock_unlock","1000","0","38","38",,,"42"
"3","mutex_waiter_wake_latency","1000","0","1337","1350",,,"2238"
"3","priority_inheritance_enter_latency","1000","0","1520","1536",,,"2052"
"3","priority_inheritance_exit_latency","1000","0","2198","2218",,,"3094"
"3","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"4","context_switch_a_to_b","999","1","424","426","424","425","939"
"4","semaphore_give_to_taskb_wake","1000","0","766","772",,,"1313"
"4","sleep_1tick_extra","1000","0","999","1001",,,"1011"
"4","tim2_irq_to_task","1000","0","668","668",,,"668"
"4","queue_wake_latency","1000","0","663","663",,,"663"
"4","queue_end_to_end_latency","1000","0","864","864",,,"864"
"4","mutex_lock_unlock","1000","0","38","38",,,"42"
"4","mutex_waiter_wake_latency","1000","0","1337","1348",,,"1860"
"4","priority_inheritance_enter_latency","1000","0","1520","1540",,,"2404"
"4","priority_inheritance_exit_latency","1000","0","2198","2213",,,"3094"
"4","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"5","context_switch_a_to_b","999","1","424","426","424","426","939"
"5","semaphore_give_to_taskb_wake","1000","0","766","772",,,"1695"
"5","sleep_1tick_extra","1000","0","995","1001",,,"1011"
"5","tim2_irq_to_task","1000","0","668","668",,,"668"
"5","queue_wake_latency","1000","0","663","663",,,"663"
"5","queue_end_to_end_latency","1000","0","864","864",,,"864"
"5","mutex_lock_unlock","1000","0","38","38",,,"42"
"5","mutex_waiter_wake_latency","1000","0","1337","1348",,,"2235"
"5","priority_inheritance_enter_latency","1000","0","1520","1538",,,"2402"
"5","priority_inheritance_exit_latency","1000","0","2198","2216",,,"3094"
"5","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"6","context_switch_a_to_b","999","1","424","428","424","425","1698"
"6","semaphore_give_to_taskb_wake","1000","0","766","772",,,"1313"
"6","sleep_1tick_extra","1000","0","995","998",,,"1004"
"6","tim2_irq_to_task","1000","0","666","707",,,"1172"
"6","queue_wake_latency","1000","0","663","672",,,"1178"
"6","queue_end_to_end_latency","1000","0","864","882",,,"1409"
"6","mutex_lock_unlock","1000","0","38","38",,,"42"
"6","mutex_waiter_wake_latency","1000","0","1338","1339",,,"1854"
"6","priority_inheritance_enter_latency","1000","0","1520","1532",,,"1929"
"6","priority_inheritance_exit_latency","1000","0","2199","2217",,,"3082"
"6","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"7","context_switch_a_to_b","999","1","424","427","424","425","950"
"7","semaphore_give_to_taskb_wake","1000","0","766","771",,,"1313"
"7","sleep_1tick_extra","1000","0","995","1001",,,"1011"
"7","tim2_irq_to_task","1000","0","668","668",,,"668"
"7","queue_wake_latency","1000","0","663","663",,,"663"
"7","queue_end_to_end_latency","1000","0","864","864",,,"864"
"7","mutex_lock_unlock","1000","0","38","38",,,"505"
"7","mutex_waiter_wake_latency","1000","0","1337","1354",,,"2238"
"7","priority_inheritance_enter_latency","1000","0","1520","1545",,,"2404"
"7","priority_inheritance_exit_latency","1000","0","2198","2218",,,"3094"
"7","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"8","context_switch_a_to_b","999","1","424","427","424","425","939"
"8","semaphore_give_to_taskb_wake","1000","0","766","772",,,"1313"
"8","sleep_1tick_extra","1000","0","995","998",,,"1004"
"8","tim2_irq_to_task","1000","0","668","668",,,"668"
"8","queue_wake_latency","1000","0","661","713",,,"1179"
"8","queue_end_to_end_latency","1000","0","862","926",,,"1410"
"8","mutex_lock_unlock","1000","0","38","38",,,"507"
"8","mutex_waiter_wake_latency","1000","0","1338","1338",,,"1748"
"8","priority_inheritance_enter_latency","1000","0","1520","1539",,,"2049"
"8","priority_inheritance_exit_latency","1000","0","2199","2202",,,"3090"
"8","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"9","context_switch_a_to_b","999","1","424","426","424","425","939"
"9","semaphore_give_to_taskb_wake","1000","0","766","770",,,"1313"
"9","sleep_1tick_extra","1000","0","995","998",,,"1004"
"9","tim2_irq_to_task","1000","0","668","668",,,"668"
"9","queue_wake_latency","1000","0","663","663",,,"663"
"9","queue_end_to_end_latency","1000","0","864","864",,,"864"
"9","mutex_lock_unlock","1000","0","38","38",,,"505"
"9","mutex_waiter_wake_latency","1000","0","1337","1362",,,"2238"
"9","priority_inheritance_enter_latency","1000","0","1520","1534",,,"2404"
"9","priority_inheritance_exit_latency","1000","0","2198","2231",,,"3094"
"9","soft_timer_callback_to_task","1000","0","620","620",,,"622"
"10","context_switch_a_to_b","999","1","424","426","424","425","938"
"10","semaphore_give_to_taskb_wake","1000","0","766","770",,,"1313"
"10","sleep_1tick_extra","1000","0","995","1001",,,"1011"
"10","tim2_irq_to_task","1000","0","668","668",,,"668"
"10","queue_wake_latency","1000","0","663","663",,,"663"
"10","queue_end_to_end_latency","1000","0","864","864",,,"864"
"10","mutex_lock_unlock","1000","0","38","38",,,"42"
"10","mutex_waiter_wake_latency","1000","0","1338","1347",,,"1748"
"10","priority_inheritance_enter_latency","1000","0","1520","1556",,,"2404"
"10","priority_inheritance_exit_latency","1000","0","2199","2208",,,"2606"
"10","soft_timer_callback_to_task","1000","0","620","620",,,"622"
